Fund Ticker,Security Identifier,Identifier,Shares,Weight,Name,Contract Expiry Date,Sector,$ Value,Date
DBP,GCG1,,684.00,77.930,COMEX Gold 100 Troy Ounces Future,02/24/2021,Precious Metals,"132,258,240.00",10/09/2020
DBP,825252885,AGPXX ,"73,410,809.61",43.256,STIT - Government & Agency Portfolio,,Collateral,"73,410,809.61",10/09/2020
DBP,SIK1,,297.00,22.223,COMEX Silver Future,05/26/2021,Precious Metals,"37,716,030.00",10/09/2020
DBP,9127963K3,,"25,000,000.00",14.728,United States Treasury Bill,12/17/2020,Collateral,"24,996,276.00",10/09/2020
DBP,9127962R9,,"20,000,000.00",11.784,United States Treasury Bill,10/15/2020,Collateral,"19,999,916.60",10/09/2020
DBP,912796TU3,,"20,000,000.00",11.783,United States Treasury Bill,12/03/2020,Collateral,"19,997,591.60",10/09/2020
DBP,46138G888,CLTL ,"165,000.00",10.282,Invesco Treasury Collateral ETF,,Collateral,"17,450,400.00",10/09/2020
DBP,9127962Z1,,"10,000,000.00",5.892,United States Treasury Bill,11/12/2020,Collateral,"9,999,333.30",10/09/2020
