Fund Ticker,Security Identifier,Identifier,Shares,Weight,Name,Contract Expiry Date,Sector,$ Value,Date
DBB,LPK21,,303.00,38.338,LME Copper Future,05/17/2021,Base Metals,"53,463,250.00",10/09/2020
DBB,LXQ1,,721.00,33.327,LME Zinc Future,08/16/2021,Base Metals,"46,474,675.00",10/09/2020
DBB,825252885,AGPXX ,"46,307,342.30",33.207,STIT - Government & Agency Portfolio,,Collateral,"46,307,342.30",10/09/2020
DBB,LAK21,,939.00,32.729,LME Primary Aluminum Future,05/17/2021,Base Metals,"45,641,025.00",10/09/2020
DBB,9127962R9,,"20,000,000.00",14.342,United States Treasury Bill,10/15/2020,Collateral,"19,999,916.60",10/09/2020
DBB,9127963K3,,"20,000,000.00",14.340,United States Treasury Bill,12/17/2020,Collateral,"19,997,020.80",10/09/2020
DBB,46138G888,CLTL ,"151,900.00",11.520,Invesco Treasury Collateral ETF,,Collateral,"16,064,944.00",10/09/2020
DBB,9127962Z1,,"15,000,000.00",10.756,United States Treasury Bill,11/12/2020,Collateral,"14,998,999.95",10/09/2020
