Fund Ticker,Security Identifier,Identifier,Shares,Weight,Name,Contract Expiry Date,Sector,$ Value,Date
UUP,DXZ0,,"8,586.00",103.928,NYBOT FINEX United States Dollar Index Future,12/14/2020,Currency,"799,056,090.00",10/09/2020
UUP,825252885,AGPXX ,"424,097,367.49",55.159,STIT - Government & Agency Portfolio,,Collateral,"424,097,367.49",10/09/2020
UUP,9127964C0,,"150,000,000.00",19.503,United States Treasury Bill,02/11/2021,Collateral,"149,950,843.50",10/09/2020
UUP,912796TU3,,"100,000,000.00",13.005,United States Treasury Bill,12/03/2020,Collateral,"99,987,958.00",10/09/2020
UUP,46138G888,CLTL ,"757,000.00",10.413,Invesco Treasury Collateral ETF,,Collateral,"80,060,320.00",10/09/2020
UUP,9127963K3,,"20,000,000.00",2.601,United States Treasury Bill,12/17/2020,Collateral,"19,997,020.80",10/09/2020
