Fund Ticker, Holding Ticker,Security Identifier, Name, CouponRate, MaturityDate, Effective Date, Next_Call_Date, rating, Shares/Par Value, MarketValue, PercentageOfFund, PositionDate 
PGX,FRC G,33616C837,First Republic Bank/CA,5.50,,02/10/2016,03/30/2021,BBB-/Baa3,"303,543",7846586.55,0.12,10/09/2020
PGX,HWCPL,410120307,Hancock Whitney Corp,5.95,06/15/2045,03/09/2015,12/15/2020,BBB-/Baa3,"296,021",7743909.36,0.12,10/09/2020
PGX,FRT C,313747701,Federal Realty Investment Trust,5.00,,09/29/2017,09/29/2022,BBB/Baa1,"282,782",7635114.0,0.12,10/09/2020
PGX,WRB B,084423409,W R Berkley Corp,5.62,04/30/2053,05/02/2013,10/21/2020,BBB-/Baa2,"299,443",7587885.62,0.12,10/09/2020
PGX,NS A,67058H201,NuStar Energy LP,8.50,,11/25/2016,12/15/2021,B-/B2,"396,697",7263522.07,0.11,10/09/2020
PGX,FHN E,320517402,First Horizon National Corp,6.50,,05/28/2020,10/10/2025,NR/Ba2,"258,631",7145974.53,0.11,10/09/2020
PGX,CTZ,74913G709,Qwest Corp,6.62,09/15/2055,09/21/2015,11/12/2020,BBB-/Ba2,"282,414",7125305.22,0.11,10/09/2020
PGX,MGRB,008252843,Affiliated Managers Group Inc,4.75,09/30/2060,09/23/2020,09/30/2025,BBB-/NR,"271,014",7103276.94,0.11,10/09/2020
PGX,BXS A,05971J201,BancorpSouth Bank,5.50,,11/20/2019,11/20/2024,BB/Ba1,"266,588",6957946.8,0.11,10/09/2020
PGX,AMH E,02665T801,American Homes 4 Rent,6.35,,06/29/2016,06/29/2021,BB/NR,"268,112",6903884.0,0.11,10/09/2020
PGX,BOKFL,05561Q300,BOK Financial Corp,5.38,06/30/2056,06/27/2016,06/30/2021,BBB/A3,"268,074",6857332.92,0.11,10/09/2020
PGX,VLYPP,919794206,Valley National Bancorp,6.25,,06/19/2015,06/30/2025,BB/NR,"240,515",6811384.8,0.10,10/09/2020
PGX,TRTN-PB,EP0573691,Triton International Ltd/Bermuda,8.00,,06/24/2019,09/15/2024,B+/NR,"254,553",6582740.58,0.10,10/09/2020
PGX,PSA-PM,74460W537,Public Storage,4.12,,08/14/2020,08/14/2025,BBB+/A3,"243,768",6362344.8,0.10,10/09/2020
PGX,BC B,117043505,Brunswick Corp/DE,6.62,01/15/2049,12/03/2018,01/15/2024,BBB-/Baa2,"223,000",6215010.0,0.10,10/09/2020
PGX,SITC A,82981J877,SITE Centers Corp,6.38,,06/05/2017,06/05/2022,BB/NR,"247,633",6086819.14,0.09,10/09/2020
PGX,BPYPP,G16249149,Brookfield Property Partners LP,6.50,,03/21/2019,03/31/2024,BB+/NR,"279,771",6037458.18,0.09,10/09/2020
PGX,ZIONN,989701834,Zions Bancorp NA,5.75,,05/03/2013,11/12/2020,BBB-/NR,"232,331",5996463.11,0.09,10/09/2020
PGX,ARGD,040130205,Argo Group US Inc,6.50,09/15/2042,09/25/2012,11/09/2020,BBB-/NR,"230,810",5897195.5,0.09,10/09/2020
PGX,NS C,67058H409,NuStar Energy LP,9.00,,11/30/2017,12/15/2022,B-/B2,"304,000",5876320.0,0.09,10/09/2020
PGX,BSA,10948W202,Brightsphere Investment Group Inc,5.12,08/01/2031,08/01/2016,11/12/2020,BBB-/Baa2,"230,690",5838763.9,0.09,10/09/2020
PGX,BXP B,101121408,Boston Properties Inc,5.25,,03/27/2013,11/12/2020,BBB-/Baa2,"226,784",5837420.16,0.09,10/09/2020
PGX,SF B,860630706,Stifel Financial Corp,6.25,,02/28/2019,03/15/2024,BB-/NR,"213,893",5813611.74,0.09,10/09/2020
PGX,WTFCM,97650W405,Wintrust Financial Corp,6.50,,06/25/2015,07/15/2025,NA/NA,"224,116",5748575.4,0.09,10/09/2020
PGX,AFGH,025932708,American Financial Group Inc/OH,6.00,11/15/2055,11/17/2015,11/15/2020,BBB-/Baa2,"219,835",5572817.25,0.09,10/09/2020
PGX,EPR G,26884U505,EPR Properties,5.75,,11/30/2017,11/30/2022,BB/Ba1,"306,798",5500888.14,0.08,10/09/2020
PGX,FITBP,316773886,Fifth Third Bancorp,6.00,,08/27/2019,11/25/2022,NR/NR,"206,066",5491658.9,0.08,10/09/2020
PGX,TRTN D,EP0585000,Triton International Ltd/Bermuda,6.88,,01/24/2020,03/15/2025,B+/NR,"223,496",5486826.8,0.08,10/09/2020
PGX,HBANN,446150872,Huntington Bancshares Inc/OH,5.88,,08/15/2016,10/15/2021,NR/NR,"200,034",5412920.04,0.08,10/09/2020
PGX,WFC T,949746366,Wells Fargo & Co,6.00,,07/21/2014,12/15/2020,BB+/Baa2,"205,177",5361275.01,0.08,10/09/2020
PGX,ARGO A,040128209,Argo Group International Holdings Ltd,7.00,,07/09/2020,09/15/2025,BB/NR,"200,707",5158169.9,0.08,10/09/2020
PGX,DCP B,23311P209,DCP Midstream LP,7.88,,05/11/2018,06/15/2023,B+/B1,"296,848",5087974.72,0.08,10/09/2020
PGX,AMH H,02665T868,American Homes 4 Rent,6.25,,09/19/2018,09/19/2023,BB/Ba1,"179,525",4915394.5,0.08,10/09/2020
PGX,ASB E,045487204,Associated Banc-Corp,5.88,,09/26/2018,12/15/2023,BB/Baa3,"180,245",4906268.9,0.08,10/09/2020
PGX,ESGRO,29359U208,Enstar Group Ltd,7.00,,11/21/2018,03/01/2024,BB+/NR,"181,525",4864870.0,0.07,10/09/2020
PGX,SCE G,78407R204,SCE Trust II,5.10,,01/29/2013,11/12/2020,BB+/Ba1,"193,304",4861595.6,0.07,10/09/2020
PGX,AMH G,02665T876,American Homes 4 Rent,5.88,,07/17/2017,07/17/2022,BB/NR,"180,720",4816188.0,0.07,10/09/2020
PGX,FHN A,320517204,First Horizon National Corp,6.20,,01/31/2013,11/12/2020,BB-u/Ba2,"181,881",4794383.16,0.07,10/09/2020
PGX,VLYPO,919794305,Valley National Bancorp,5.50,,08/03/2017,09/30/2022,BB/NA,"188,466",4751227.86,0.07,10/09/2020
PGX,FHN D,320517808,First Horizon National Corp,6.10,,07/02/2020,05/01/2024,NR/NR,"177,852",4611702.36,0.07,10/09/2020
PGX,AFGD,025932872,American Financial Group Inc/OH,5.62,06/01/2060,05/29/2020,06/01/2025,BBB-/Baa2,"153,233",4220036.82,0.06,10/09/2020
PGX,DCOMP,25432G208,Dime Community Bancshares Inc,5.50,,02/05/2020,02/15/2025,NA/NA,"185,163",4201348.47,0.06,10/09/2020
PGX,DCP C,23311P308,DCP Midstream LP,7.95,,10/04/2018,10/15/2023,B+/B1,"205,553",3463568.05,0.05,10/09/2020
PGX,WRB C,084423508,W R Berkley Corp,5.90,03/01/2056,03/01/2016,03/01/2021,BBB-/Baa2,"127,662",3287296.5,0.05,10/09/2020
PGX,BIP A,EP0593202,Brookfield Infrastructure Partners LP,5.12,,09/21/2020,10/15/2025,BBB-/NR,"113,274",2920203.72,0.04,10/09/2020
PGX,AFGE,025932864,American Financial Group Inc/OH,4.50,09/15/2060,09/15/2020,09/15/2025,BBB-/Baa2,"99,732",2715702.36,0.04,10/09/2020
PGX,AFGB,025932807,American Financial Group Inc/OH,5.88,03/30/2059,03/18/2019,03/30/2024,BBB-/Baa2,"76,758",2132337.24,0.03,10/09/2020
PGX,OPINL,67623C208,Office Properties Income Trust,6.38,06/23/2050,06/23/2020,06/23/2025,BBB-/Baa3,"69,030",1767168.0,0.03,10/09/2020
PGX,EAB,29364D761,Entergy Arkansas LLC,4.90,12/01/2052,12/13/2012,10/14/2020,A/A2,"62,634",1575245.1,0.02,10/09/2020
PGX,QTS A,74736A202,QTS Realty Trust Inc,7.12,,03/15/2018,03/15/2023,B-/NA,"54,446",1497265.0,0.02,10/09/2020
PGX,FMBIO,320867500,First Midwest Bancorp Inc/IL,7.00,,06/24/2020,08/20/2025,BB-/Ba1,"53,206",1474870.32,0.02,10/09/2020
PGX,TFC G,89832Q844,Truist Financial Corp,5.20,,05/01/2013,11/12/2020,BBB-/Baa2,"53,360",1356944.8,0.02,10/09/2020
PGX,FMBIP,320867203,First Midwest Bancorp Inc/IL,7.00,12/31/2079,05/20/2020,08/20/2025,BB-/Ba1,"32,315",886723.6,0.01,10/09/2020
PGX,PSA J,74460W594,Public Storage,4.70,,11/15/2019,11/15/2024,BBB+/A3,"26,521",741261.95,0.01,10/09/2020
PGX,ZIONO,989701859,Zions Bancorp NA,6.30,,02/07/2013,03/15/2023,BB+/NR,"22,669",627931.3,0.01,10/09/2020
PGX,COF K,14040H774,Capital One Financial Corp,4.62,,09/17/2020,12/01/2025,BB/Baa3,"20,048",492378.88,0.01,10/09/2020
PGX,-CASH-,CASHUSD00,Cash/Receivables/Payables,.00,,,N/A,NR/NR,"1,613",1612.88,0.00,10/09/2020
